config,model,scheme,fold,criterion,rule,test_recorded_hours,threshold,tuning_sens,tuning_fa,criterion_met_on_tuning,test_sens,test_fa,test_tp,test_fp,test_ref_true,criterion_met_on_test
Glass-7,mlp,loo,chb15,realtime_alert,ali,39.00888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb20,medication_titration,szcore,27.59888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb20,medication_titration,ali,27.59888888888889,0.97,0.4117647058823529,3.868783751108246,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,mlp,loo,chb20,realtime_alert,szcore,27.59888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb20,realtime_alert,ali,27.59888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb07,medication_titration,szcore,59.047777777777775,,,,False,,,,,,False
Glass-7,mlp,loo,chb07,medication_titration,ali,59.047777777777775,0.99,0.24,4.366741602108974,False,0.5,0.8129010405886006,1.0,2.0,2.0,False
Glass-7,mlp,loo,chb07,realtime_alert,szcore,59.047777777777775,,,,False,,,,,,False
Glass-7,mlp,loo,chb07,realtime_alert,ali,59.047777777777775,,,,False,,,,,,False
Glass-4,rf,5fold,0,medication_titration,szcore,75.74777777777778,0.74,0.225,4.576320907441411,False,0.027777777777777776,2.2178868466988395,1.0,7.0,36.0,False
Glass-4,rf,5fold,0,medication_titration,ali,75.74777777777778,0.59,0.15,4.928345592629212,False,0.0,0.6336819561996684,0.0,2.0,36.0,False
Glass-4,rf,5fold,0,realtime_alert,szcore,75.74777777777778,0.87,0.225,1.994806549397538,False,0.027777777777777776,0.9505229342995026,1.0,3.0,36.0,False
Glass-4,rf,5fold,0,realtime_alert,ali,75.74777777777778,0.89,0.075,1.994806549397538,False,0.0,0.0,0.0,0.0,36.0,False
Glass-4,rf,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.13513513513513514,4.381058115205603,False,0.15,1.1734156172926693,6.0,10.0,40.0,False
Glass-4,rf,5fold,1,medication_titration,ali,204.5311111111111,0.9,0.08108108108108109,4.995943464708143,False,0.125,2.8161974815024067,5.0,24.0,40.0,False
Glass-4,rf,5fold,1,realtime_alert,szcore,204.5311111111111,,,,False,,,,,,False
Glass-4,rf,5fold,1,realtime_alert,ali,204.5311111111111,0.97,0.0,1.844656048507622,False,0.05,2.464172796314606,2.0,21.0,40.0,False
Glass-4,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.98,0.22857142857142856,4.250780833396815,False,0.08108108108108109,2.766984072761433,3.0,36.0,37.0,False
Glass-4,rf,5fold,2,medication_titration,ali,312.25333333333333,0.94,0.0,3.839414946293898,False,0.02702702702702703,0.922328024253811,1.0,12.0,37.0,False
Glass-4,rf,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.17142857142857143,1.6454635484116704,False,0.05405405405405406,0.8454673555659934,2.0,11.0,37.0,False
Glass-4,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.96,0.0,1.5083415860440312,False,0.0,0.6917460181903583,0.0,9.0,37.0,False
Glass-4,rf,5fold,3,medication_titration,szcore,175.02666666666667,0.82,0.45714285714285713,4.601965109284139,False,0.5142857142857142,36.885807876894944,18.0,269.0,35.0,False
Glass-4,rf,5fold,3,medication_titration,ali,175.02666666666667,0.71,0.05714285714285714,4.872668939242029,False,0.2571428571428571,32.90927096823341,9.0,240.0,35.0,False
Glass-4,rf,5fold,3,realtime_alert,szcore,175.02666666666667,0.87,0.45714285714285713,1.8949268097052336,False,0.45714285714285713,21.528148091719356,16.0,157.0,35.0,False
Glass-4,rf,5fold,3,realtime_alert,ali,175.02666666666667,0.86,0.02857142857142857,1.8949268097052336,False,0.05714285714285714,4.525024758132094,2.0,33.0,35.0,False
Glass-4,rf,5fold,4,medication_titration,szcore,177.31555555555556,0.69,0.0,3.8020917371980105,False,0.4857142857142857,6.090836174052536,17.0,45.0,35.0,False
Glass-4,rf,5fold,4,medication_titration,ali,177.31555555555556,0.48,0.0,4.752614671497513,False,0.08571428571428572,9.068578303589332,3.0,67.0,35.0,False
Glass-4,rf,5fold,4,realtime_alert,szcore,177.31555555555556,0.76,0.0,1.584204890499171,False,0.45714285714285713,3.113094044515741,16.0,23.0,35.0,False
Glass-4,rf,5fold,4,realtime_alert,ali,177.31555555555556,0.66,0.0,1.9010458685990053,False,0.0,3.7898536194104673,0.0,28.0,35.0,False
Glass-4,lr,5fold,0,medication_titration,szcore,75.74777777777778,,,,False,,,,,,False
Glass-4,lr,5fold,0,medication_titration,ali,75.74777777777778,0.99,0.05,3.872271537065809,False,0.0,0.3168409780998342,0.0,1.0,36.0,False
Glass-4,lr,5fold,0,realtime_alert,szcore,75.74777777777778,,,,False,,,,,,False
Glass-4,lr,5fold,0,realtime_alert,ali,75.74777777777778,,,,False,,,,,,False
Glass-4,lr,5fold,1,medication_titration,szcore,204.5311111111111,,,,False,,,,,,False
Glass-4,lr,5fold,1,medication_titration,ali,204.5311111111111,,,,False,,,,,,False
Glass-4,lr,5fold,1,realtime_alert,szcore,204.5311111111111,,,,False,,,,,,False
Glass-4,lr,5fold,1,realtime_alert,ali,204.5311111111111,,,,False,,,,,,False
Glass-4,lr,5fold,2,medication_titration,szcore,312.25333333333333,,,,False,,,,,,False
Glass-4,lr,5fold,2,medication_titration,ali,312.25333333333333,,,,False,,,,,,False
Glass-4,lr,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Glass-4,lr,5fold,2,realtime_alert,ali,312.25333333333333,,,,False,,,,,,False
Glass-4,lr,5fold,3,medication_titration,szcore,175.02666666666667,0.93,0.45714285714285713,4.195909364347303,False,0.45714285714285713,28.521368172468954,16.0,208.0,35.0,False
Glass-4,lr,5fold,3,medication_titration,ali,175.02666666666667,0.93,0.0,4.331261279326248,False,0.08571428571428572,16.86600137121962,3.0,123.0,35.0,False
Glass-4,lr,5fold,3,realtime_alert,szcore,175.02666666666667,0.96,0.3142857142857143,1.624222979747343,False,0.42857142857142855,10.832635027043498,15.0,79.0,35.0,False
Glass-4,lr,5fold,3,realtime_alert,ali,175.02666666666667,,,,False,,,,,,False
Glass-4,lr,5fold,4,medication_titration,szcore,177.31555555555556,0.87,0.08333333333333333,3.8020917371980105,False,0.42857142857142855,5.14337276919992,15.0,38.0,35.0,False
Glass-4,lr,5fold,4,medication_titration,ali,177.31555555555556,0.73,0.0,4.118932715297845,False,0.0,10.55744936835773,0.0,78.0,35.0,False
Glass-4,lr,5fold,4,realtime_alert,szcore,177.31555555555556,0.94,0.05555555555555555,1.2673639123993368,False,0.2,2.030278724684179,7.0,15.0,35.0,False
Glass-4,lr,5fold,4,realtime_alert,ali,177.31555555555556,0.8,0.0,1.9010458685990053,False,0.0,5.955484259073591,0.0,44.0,35.0,False
Glass-4,mlp,5fold,0,medication_titration,szcore,75.74777777777778,0.99,0.225,4.341637783982876,False,0.05555555555555555,3.168409780998342,2.0,10.0,36.0,False
Glass-4,mlp,5fold,0,medication_titration,ali,75.74777777777778,0.93,0.125,4.22429622225361,False,0.0,2.5347278247986735,0.0,8.0,36.0,False
Glass-4,mlp,5fold,0,realtime_alert,szcore,75.74777777777778,,,,False,,,,,,False
Glass-4,mlp,5fold,0,realtime_alert,ali,75.74777777777778,0.97,0.1,1.994806549397538,False,0.0,2.2178868466988395,0.0,7.0,36.0,False
Glass-4,mlp,5fold,1,medication_titration,szcore,204.5311111111111,,,,False,,,,,,False
Glass-4,mlp,5fold,1,medication_titration,ali,204.5311111111111,,,,False,,,,,,False
Glass-4,mlp,5fold,1,realtime_alert,szcore,204.5311111111111,,,,False,,,,,,False
Glass-4,mlp,5fold,1,realtime_alert,ali,204.5311111111111,,,,False,,,,,,False
Glass-4,mlp,5fold,2,medication_titration,szcore,312.25333333333333,,,,False,,,,,,False
Glass-4,mlp,5fold,2,medication_titration,ali,312.25333333333333,,,,False,,,,,,False
Glass-4,mlp,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Glass-4,mlp,5fold,2,realtime_alert,ali,312.25333333333333,,,,False,,,,,,False
Glass-4,mlp,5fold,3,medication_titration,szcore,175.02666666666667,0.99,0.4857142857142857,4.331261279326248,False,0.6,74.4572255656281,21.0,543.0,35.0,False
Glass-4,mlp,5fold,3,medication_titration,ali,175.02666666666667,0.77,0.11428571428571428,4.466613194305194,False,0.2571428571428571,212.40191970747313,9.0,1549.0,35.0,False
Glass-4,mlp,5fold,3,realtime_alert,szcore,175.02666666666667,,,,False,,,,,,False
Glass-4,mlp,5fold,3,realtime_alert,ali,175.02666666666667,0.96,0.05714285714285714,1.7595748947262884,False,0.22857142857142856,49.91239430182067,8.0,364.0,35.0,False
Glass-4,mlp,5fold,4,medication_titration,szcore,177.31555555555556,,,,False,,,,,,False
Glass-4,mlp,5fold,4,medication_titration,ali,177.31555555555556,0.92,0.0,4.752614671497513,False,0.02857142857142857,2.8423902145578506,1.0,21.0,35.0,False
Glass-4,mlp,5fold,4,realtime_alert,szcore,177.31555555555556,,,,False,,,,,,False
Glass-4,mlp,5fold,4,realtime_alert,ali,177.31555555555556,0.97,0.0,1.2673639123993368,False,0.0,2.165630639663124,0.0,16.0,35.0,False
Glass-2,rf,5fold,0,medication_titration,szcore,76.32555555555555,0.8,0.225,4.928345592629212,False,0.027777777777777776,2.829982676546373,1.0,9.0,36.0,False
Glass-2,rf,5fold,0,medication_titration,ali,76.32555555555555,0.67,0.15,4.811004030899944,False,0.0,0.3144425196162637,0.0,1.0,36.0,False
Glass-2,rf,5fold,0,realtime_alert,szcore,76.32555555555555,0.87,0.2,1.994806549397538,False,0.0,1.886655117697582,0.0,6.0,36.0,False
Glass-2,rf,5fold,0,realtime_alert,ali,76.32555555555555,0.95,0.05,1.7601234259390042,False,0.0,0.0,0.0,0.0,36.0,False
Glass-2,rf,5fold,1,medication_titration,szcore,204.5311111111111,,,,False,,,,,,False
Glass-2,rf,5fold,1,medication_titration,ali,204.5311111111111,0.96,0.05405405405405406,4.304197446517785,False,0.1,6.453785895109681,4.0,55.0,40.0,False
Glass-2,rf,5fold,1,realtime_alert,szcore,204.5311111111111,,,,False,,,,,,False
Glass-2,rf,5fold,1,realtime_alert,ali,204.5311111111111,0.99,0.0,1.2297706990050814,False,0.05,1.877464987668271,2.0,16.0,40.0,False
Glass-2,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.2857142857142857,2.4681953226175057,False,0.10810810810810811,2.766984072761433,4.0,36.0,37.0,False
Glass-2,rf,5fold,2,medication_titration,ali,312.25333333333333,0.95,0.0,4.387902795764455,False,0.0,2.3058200606345274,0.0,30.0,37.0,False
Glass-2,rf,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Glass-2,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.98,0.0,1.5083415860440312,False,0.0,0.23058200606345275,0.0,3.0,37.0,False
Glass-2,rf,5fold,3,medication_titration,szcore,175.02666666666667,0.79,0.5428571428571428,4.872668939242029,False,0.5142857142857142,60.47078540412889,18.0,441.0,35.0,False
Glass-2,rf,5fold,3,medication_titration,ali,175.02666666666667,0.68,0.0,4.601965109284139,False,0.3142857142857143,72.81176201721642,11.0,531.0,35.0,False
Glass-2,rf,5fold,3,realtime_alert,szcore,175.02666666666667,0.86,0.42857142857142855,1.4888710647683978,False,0.5142857142857142,37.708539651100786,18.0,275.0,35.0,False
Glass-2,rf,5fold,3,realtime_alert,ali,175.02666666666667,0.82,0.0,1.7595748947262884,False,0.05714285714285714,12.615220537822808,2.0,92.0,35.0,False
Glass-2,rf,5fold,4,medication_titration,szcore,177.31555555555556,0.83,0.0,3.773310235395164,False,0.42857142857142855,0.6767595748947263,15.0,5.0,35.0,False
Glass-2,rf,5fold,4,medication_titration,ali,177.31555555555556,0.57,0.0,4.402195274627691,False,0.05714285714285714,3.113094044515741,2.0,23.0,35.0,False
Glass-2,rf,5fold,4,realtime_alert,szcore,177.31555555555556,0.88,0.0,1.5722125980813184,False,0.42857142857142855,0.13535191497894525,15.0,1.0,35.0,False
Glass-2,rf,5fold,4,realtime_alert,ali,177.31555555555556,0.66,0.0,1.5722125980813184,False,0.02857142857142857,2.707038299578905,1.0,20.0,35.0,False
Glass-2,rf,loo,chb16,medication_titration,szcore,19.0,0.95,0.5714285714285714,4.716686044109749,False,0.0,0.0,0.0,0.0,10.0,False
Glass-2,rf,loo,chb16,medication_titration,ali,19.0,0.89,0.3333333333333333,3.8243400357646613,False,0.0,0.0,0.0,0.0,10.0,False
Glass-2,rf,loo,chb16,realtime_alert,szcore,19.0,0.98,0.47619047619047616,1.019824009537243,False,0.0,0.0,0.0,0.0,10.0,False
Glass-2,rf,loo,chb16,realtime_alert,ali,19.0,0.93,0.14285714285714285,1.7846920166901752,False,0.0,0.0,0.0,0.0,10.0,False
Glass-2,rf,loo,chb10,medication_titration,szcore,48.022222222222226,0.96,0.25,3.842659364258439,False,0.8571428571428571,0.49976862563627944,6.0,1.0,7.0,True
Glass-2,rf,loo,chb10,medication_titration,ali,48.022222222222226,0.88,0.2,4.94056203976085,False,0.5714285714285714,0.9995372512725589,4.0,2.0,7.0,False
Glass-2,rf,loo,chb10,realtime_alert,szcore,48.022222222222226,0.98,0.2,1.784091847691418,False,0.7142857142857143,0.0,5.0,0.0,7.0,False
Glass-2,rf,loo,chb10,realtime_alert,ali,48.022222222222226,0.93,0.1,1.784091847691418,False,0.2857142857142857,1.9990745025451178,2.0,4.0,7.0,False
Glass-2,rf,loo,chb01+21,medication_titration,szcore,72.38,0.97,0.22727272727272727,3.365341249210735,False,0.1,0.0,1.0,0.0,10.0,False
Glass-2,rf,loo,chb01+21,medication_titration,ali,72.38,0.9,0.09090909090909091,4.782327038352097,False,0.0,0.33158331030671456,0.0,1.0,10.0,False
Glass-2,rf,loo,chb01+21,realtime_alert,szcore,72.38,0.98,0.22727272727272727,1.7712322364267028,False,0.1,0.0,1.0,0.0,10.0,False
Glass-2,rf,loo,chb01+21,realtime_alert,ali,72.38,0.97,0.0,1.239862565498692,False,0.0,0.33158331030671456,0.0,1.0,10.0,False
Glass-2,rf,loo,chb09,medication_titration,szcore,67.86555555555556,0.83,0.047619047619047616,4.47502426152286,False,1.0,50.92421290459896,4.0,144.0,4.0,False
Glass-2,rf,loo,chb09,medication_titration,ali,67.86555555555556,0.66,0.047619047619047616,4.003969076099401,False,1.0,114.57947903534765,4.0,324.0,4.0,False
Glass-2,rf,loo,chb09,realtime_alert,szcore,67.86555555555556,0.9,0.047619047619047616,1.1776379635586474,False,1.0,24.75482571751338,4.0,70.0,4.0,False
Glass-2,rf,loo,chb09,realtime_alert,ali,67.86555555555556,0.73,0.0,1.6486931489821064,False,1.0,61.88706429378345,4.0,175.0,4.0,False
Glass-2,rf,loo,chb18,medication_titration,szcore,34.63333333333333,0.87,0.043478260869565216,4.889264823264514,False,0.0,1.3859480269489894,0.0,2.0,6.0,False
Glass-2,rf,loo,chb18,medication_titration,ali,34.63333333333333,0.74,0.0,4.374605368184039,False,0.0,0.0,0.0,0.0,6.0,False
Glass-2,rf,loo,chb18,realtime_alert,szcore,34.63333333333333,0.92,0.043478260869565216,1.801308092781663,False,0.0,0.6929740134744947,0.0,1.0,6.0,False
Glass-2,rf,loo,chb18,realtime_alert,ali,34.63333333333333,0.8,0.0,1.801308092781663,False,0.0,0.0,0.0,0.0,6.0,False
Glass-2,rf,loo,chb13,medication_titration,szcore,33.0,0.99,0.0,3.8319685524608076,False,0.0,0.0,0.0,0.0,12.0,False
Glass-2,rf,loo,chb13,medication_titration,ali,33.0,0.95,0.0,3.226920886282785,False,0.0,0.7272727272727273,0.0,1.0,12.0,False
Glass-2,rf,loo,chb13,realtime_alert,szcore,33.0,,,,False,,,,,,False
Glass-2,rf,loo,chb13,realtime_alert,ali,33.0,0.96,0.0,1.4117778877487186,False,0.0,0.7272727272727273,0.0,1.0,12.0,False
Glass-2,rf,loo,chb02,medication_titration,szcore,34.26555555555556,0.99,0.0,3.3515575797957298,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb02,medication_titration,ali,34.26555555555556,0.91,0.0,4.337309809147415,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb02,realtime_alert,szcore,34.26555555555556,,,,False,,,,,,False
Glass-2,rf,loo,chb02,realtime_alert,ali,34.26555555555556,0.95,0.0,0.9857522293516853,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb14,medication_titration,szcore,26.0,0.99,0.0,1.649201168184161,False,0.0,0.0,0.0,0.0,8.0,False
Glass-2,rf,loo,chb14,medication_titration,ali,26.0,0.92,0.0,4.123002920460403,False,0.0,0.0,0.0,0.0,8.0,False
Glass-2,rf,loo,chb14,realtime_alert,szcore,26.0,0.99,0.0,1.649201168184161,False,0.0,0.0,0.0,0.0,8.0,False
Glass-2,rf,loo,chb14,realtime_alert,ali,26.0,0.94,0.0,1.649201168184161,False,0.0,0.0,0.0,0.0,8.0,False
Glass-2,rf,loo,chb06,medication_titration,szcore,58.733333333333334,0.81,0.2702702702702703,4.1054232133806385,False,0.75,240.27241770715094,6.0,588.0,8.0,False
Glass-2,rf,loo,chb06,medication_titration,ali,58.733333333333334,0.67,0.05405405405405406,4.926507856056767,False,0.125,600.6810442678774,1.0,1470.0,8.0,False
Glass-2,rf,loo,chb06,realtime_alert,szcore,58.733333333333334,0.89,0.1891891891891892,1.9158641662442981,False,0.5,192.0544835414302,4.0,470.0,8.0,False
Glass-2,rf,loo,chb06,realtime_alert,ali,58.733333333333334,0.76,0.05405405405405406,1.9158641662442981,False,0.0,291.35073779795687,0.0,713.0,8.0,False
Glass-2,rf,loo,chb03,medication_titration,szcore,37.00111111111111,0.92,0.08823529411764706,4.37892081226278,False,0.14285714285714285,1.2972583405903728,1.0,2.0,7.0,False
Glass-2,rf,loo,chb03,medication_titration,ali,37.00111111111111,0.8,0.029411764705882353,4.500557501492302,False,0.0,2.5945166811807456,0.0,4.0,7.0,False
Glass-2,rf,loo,chb03,realtime_alert,szcore,37.00111111111111,0.96,0.08823529411764706,1.5812769599837817,False,0.0,0.0,0.0,0.0,7.0,False
Glass-2,rf,loo,chb03,realtime_alert,ali,37.00111111111111,0.87,0.0,1.824550338442825,False,0.0,0.0,0.0,0.0,7.0,False
Glass-2,rf,loo,chb12,medication_titration,szcore,20.685555555555556,0.98,0.6666666666666666,4.472906301931529,True,0.0,0.0,0.0,0.0,27.0,False
Glass-2,rf,loo,chb12,medication_titration,ali,20.685555555555556,0.93,0.08333333333333333,4.137438329286664,False,0.0,0.0,0.0,0.0,27.0,False
Glass-2,rf,loo,chb12,realtime_alert,szcore,20.685555555555556,0.99,0.5833333333333334,1.3418718905794587,False,0.0,0.0,0.0,0.0,27.0,False
Glass-2,rf,loo,chb12,realtime_alert,ali,20.685555555555556,0.97,0.0,1.2300492330311705,False,0.0,0.0,0.0,0.0,27.0,False
Glass-2,rf,loo,chb22,medication_titration,szcore,30.002222222222223,0.98,0.3333333333333333,4.158233479190622,False,1.0,0.0,3.0,0.0,3.0,True
Glass-2,rf,loo,chb22,medication_titration,ali,30.002222222222223,0.91,0.08333333333333333,4.383002856444169,False,0.0,3.1997629805199614,0.0,4.0,3.0,False
Glass-2,rf,loo,chb22,realtime_alert,szcore,30.002222222222223,0.99,0.25,1.4610009521480565,False,1.0,0.0,3.0,0.0,3.0,True
Glass-2,rf,loo,chb22,realtime_alert,ali,30.002222222222223,0.95,0.0,1.6857703294016035,False,0.0,3.1997629805199614,0.0,4.0,3.0,False
Glass-2,rf,loo,chb04,medication_titration,szcore,146.6211111111111,,,,False,,,,,,False
Glass-2,rf,loo,chb04,medication_titration,ali,146.6211111111111,0.95,0.0,4.912564439502678,False,0.0,0.16368720587455193,0.0,1.0,4.0,False
Glass-2,rf,loo,chb04,realtime_alert,szcore,146.6211111111111,,,,False,,,,,,False
Glass-2,rf,loo,chb04,realtime_alert,ali,146.6211111111111,0.97,0.0,1.9104417264732638,False,0.0,0.0,0.0,0.0,4.0,False
Glass-2,rf,loo,chb05,medication_titration,szcore,38.00222222222222,0.75,0.46153846153846156,4.392667267075332,False,1.0,145.2546634699725,5.0,230.0,5.0,False
Glass-2,rf,loo,chb05,medication_titration,ali,38.00222222222222,0.5,0.0,4.392667267075332,False,0.8,301.8770832115081,4.0,478.0,5.0,False
Glass-2,rf,loo,chb05,realtime_alert,szcore,38.00222222222222,0.82,0.46153846153846156,1.8825716858894281,False,1.0,128.83457107771474,5.0,204.0,5.0,False
Glass-2,rf,loo,chb05,realtime_alert,ali,38.00222222222222,0.69,0.0,1.8825716858894281,False,0.8,183.77872639026955,4.0,291.0,5.0,False
Glass-2,rf,loo,chb19,medication_titration,szcore,28.92888888888889,0.91,0.5769230769230769,4.53107855160395,False,0.6666666666666666,0.0,2.0,0.0,3.0,True
Glass-2,rf,loo,chb19,medication_titration,ali,28.92888888888889,0.74,0.11538461538461539,4.879623055573484,False,0.0,2.4888615762789983,0.0,3.0,3.0,False
Glass-2,rf,loo,chb19,realtime_alert,szcore,28.92888888888889,0.96,0.3076923076923077,1.742722519847673,False,0.6666666666666666,0.0,2.0,0.0,3.0,False
Glass-2,rf,loo,chb19,realtime_alert,ali,28.92888888888889,0.94,0.038461538461538464,1.3941780158781385,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb17,medication_titration,szcore,21.006666666666668,0.9,0.7142857142857143,4.597927002996512,True,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb17,medication_titration,ali,21.006666666666668,0.79,0.07142857142857142,4.951613695534705,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb17,realtime_alert,szcore,21.006666666666668,0.98,0.25,1.414746770152773,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb17,realtime_alert,ali,21.006666666666668,0.93,0.03571428571428571,1.7684334626909661,False,0.0,0.0,0.0,0.0,3.0,False
Glass-2,rf,loo,chb23,medication_titration,szcore,26.555555555555557,0.92,0.6153846153846154,4.731032065884002,True,0.14285714285714285,1.807531380753138,1.0,2.0,7.0,False
Glass-2,rf,loo,chb23,medication_titration,ali,26.555555555555557,0.87,0.038461538461538464,4.415629928158402,False,0.0,0.0,0.0,0.0,7.0,False
Glass-2,rf,loo,chb23,realtime_alert,szcore,26.555555555555557,0.96,0.38461538461538464,1.8924128263536009,False,0.0,0.0,0.0,0.0,7.0,False
Glass-2,rf,loo,chb23,realtime_alert,ali,26.555555555555557,0.93,0.038461538461538464,1.5770106886280006,False,0.0,0.0,0.0,0.0,7.0,False
Glass-2,rf,loo,chb24,medication_titration,szcore,21.295555555555556,0.75,0.3333333333333333,4.30349483158709,False,1.0,34.936867369299804,16.0,31.0,16.0,False
Glass-2,rf,loo,chb24,medication_titration,ali,21.295555555555556,0.59,0.1,4.30349483158709,False,0.25,22.539914431806324,4.0,20.0,16.0,False
Glass-2,rf,loo,chb24,realtime_alert,szcore,21.295555555555556,0.82,0.3333333333333333,1.7720272835946838,False,1.0,24.793905874986958,16.0,22.0,16.0,False
Glass-2,rf,loo,chb24,realtime_alert,ali,21.295555555555556,0.78,0.03333333333333333,1.7720272835946838,False,0.125,14.650944380674112,2.0,13.0,16.0,False
Glass-2,rf,loo,chb08,medication_titration,szcore,20.005555555555556,0.94,0.06060606060606061,4.6875,False,0.8,0.0,4.0,0.0,5.0,True
Glass-2,rf,loo,chb08,medication_titration,ali,20.005555555555556,0.82,0.0,4.921875,False,0.0,4.798667036934185,0.0,4.0,5.0,False
Glass-2,rf,loo,chb08,realtime_alert,szcore,20.005555555555556,0.98,0.0,1.171875,False,0.6,0.0,3.0,0.0,5.0,False
Glass-2,rf,loo,chb08,realtime_alert,ali,20.005555555555556,0.88,0.0,1.640625,False,0.0,3.5990002777006387,0.0,3.0,5.0,False
Glass-2,rf,loo,chb11,medication_titration,szcore,34.79222222222222,0.94,0.03333333333333333,4.9267479603474,False,0.4,0.0,2.0,0.0,5.0,False
Glass-2,rf,loo,chb11,medication_titration,ali,34.79222222222222,0.81,0.0,4.9267479603474,False,0.0,5.518474754894133,0.0,8.0,5.0,False
Glass-2,rf,loo,chb11,realtime_alert,szcore,34.79222222222222,0.98,0.03333333333333333,1.136941837003246,False,0.2,0.0,1.0,0.0,5.0,False
Glass-2,rf,loo,chb11,realtime_alert,ali,34.79222222222222,0.86,0.0,1.8949030616720766,False,0.0,3.449046721808833,0.0,5.0,5.0,False
Glass-2,rf,loo,chb15,medication_titration,szcore,40.00888888888889,0.94,0.05,4.997791380071938,False,0.0,0.0,0.0,0.0,20.0,False
Glass-2,rf,loo,chb15,medication_titration,ali,40.00888888888889,0.81,0.0,4.997791380071938,False,0.0,0.0,0.0,0.0,20.0,False
Glass-2,rf,loo,chb15,realtime_alert,szcore,40.00888888888889,0.97,0.05,1.817378683662523,False,0.0,0.0,0.0,0.0,20.0,False
Glass-2,rf,loo,chb15,realtime_alert,ali,40.00888888888889,0.86,0.0,1.817378683662523,False,0.0,0.0,0.0,0.0,20.0,False
Glass-2,rf,loo,chb20,medication_titration,szcore,27.59888888888889,0.91,0.47368421052631576,3.807408582533513,False,0.0,9.565602479971012,0.0,11.0,8.0,False
Glass-2,rf,loo,chb20,medication_titration,ali,27.59888888888889,0.77,0.2631578947368421,4.7592607281668915,False,0.0,4.348001127259551,0.0,5.0,8.0,False
Glass-2,rf,loo,chb20,realtime_alert,szcore,27.59888888888889,0.93,0.42105263157894735,1.9037042912667566,False,0.0,6.087201578163372,0.0,7.0,8.0,False
Glass-2,rf,loo,chb20,realtime_alert,ali,27.59888888888889,0.86,0.15789473684210525,1.9037042912667566,False,0.0,0.0,0.0,0.0,8.0,False
Glass-2,rf,loo,chb07,medication_titration,szcore,59.047777777777775,0.82,0.3333333333333333,3.7876010266056648,False,1.0,15.851570291477712,2.0,39.0,2.0,False
Glass-2,rf,loo,chb07,medication_titration,ali,59.047777777777775,0.69,0.25925925925925924,3.959764709633195,False,0.0,7.316109365297406,0.0,18.0,2.0,False
Glass-2,rf,loo,chb07,realtime_alert,szcore,59.047777777777775,0.86,0.2962962962962963,1.2051457811927115,False,1.0,8.941911446474606,2.0,22.0,2.0,False
Glass-2,rf,loo,chb07,realtime_alert,ali,59.047777777777775,0.71,0.2222222222222222,1.8938005133028324,False,0.0,6.503208324708805,0.0,16.0,2.0,False
Glass-2,lr,5fold,0,medication_titration,szcore,76.32555555555555,0.96,0.15,4.811004030899944,False,0.0,5.345522833476482,0.0,17.0,36.0,False
Glass-2,lr,5fold,0,medication_titration,ali,76.32555555555555,0.93,0.125,4.693662469170677,False,0.0,3.144425196162637,0.0,10.0,36.0,False
Glass-2,lr,5fold,0,realtime_alert,szcore,76.32555555555555,0.99,0.125,1.877464987668271,False,0.0,3.144425196162637,0.0,10.0,36.0,False
Glass-2,lr,5fold,0,realtime_alert,ali,76.32555555555555,,,,False,,,,,,False
Glass-2,lr,5fold,1,medication_titration,szcore,204.5311111111111,,,,False,,,,,,False
Glass-2,lr,5fold,1,medication_titration,ali,204.5311111111111,,,,False,,,,,,False
Glass-2,lr,5fold,1,realtime_alert,szcore,204.5311111111111,,,,False,,,,,,False
Glass-2,lr,5fold,1,realtime_alert,ali,204.5311111111111,,,,False,,,,,,False
Glass-2,lr,5fold,2,medication_titration,szcore,312.25333333333333,,,,False,,,,,,False
Glass-2,lr,5fold,2,medication_titration,ali,312.25333333333333,0.99,0.02857142857142857,4.662146720499733,False,0.08108108108108109,12.682010333489902,3.0,165.0,37.0,False
Glass-2,lr,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Glass-2,lr,5fold,2,realtime_alert,ali,312.25333333333333,,,,False,,,,,,False
