config,model,scheme,fold,criterion,rule,test_recorded_hours,t_star,percentile_flagged,threshold_test,tuning_sens,tuning_fa,ceiling_met_on_tuning,test_sens,test_fa,test_tp,test_fp,test_ref_true,criterion_met_on_test
Glass-2,mlp,loo,chb16,realtime_alert,szcore,19.0,0.99,0.01571048329507026,0.5482306480407715,0.7142857142857143,27.662726258697717,False,0.8,169.26315789473685,8,134,10,False
Glass-2,mlp,loo,chb16,realtime_alert,ali,19.0,0.99,0.01571048329507026,0.5482306480407715,0.23809523809523808,41.68530638983481,False,0.0,22.736842105263158,0,18,10,False
Glass-2,mlp,loo,chb10,medication_titration,szcore,48.022222222222226,0.99,0.0032276305506668108,0.9341213703155518,0.25,23.330431854426237,False,1.0,27.48727440999537,7,55,7,False
Glass-2,mlp,loo,chb10,medication_titration,ali,48.022222222222226,0.99,0.0032276305506668108,0.9341213703155518,0.1,7.548080894079076,False,0.42857142857142855,3.498380379453956,3,7,7,False
Glass-2,mlp,loo,chb10,realtime_alert,szcore,48.022222222222226,0.99,0.0032276305506668108,0.9341213703155518,0.25,23.330431854426237,False,1.0,27.48727440999537,7,55,7,False
Glass-2,mlp,loo,chb10,realtime_alert,ali,48.022222222222226,0.99,0.0032276305506668108,0.9341213703155518,0.1,7.548080894079076,False,0.42857142857142855,3.498380379453956,3,7,7,False
Glass-2,mlp,loo,chb01+21,medication_titration,szcore,72.38,0.99,0.017531919080927272,0.10945992916822433,0.22727272727272727,43.218066568811544,False,1.0,129.6490743299254,10,391,10,False
Glass-2,mlp,loo,chb01+21,medication_titration,ali,72.38,0.99,0.017531919080927272,0.10945992916822433,0.0,59.51340314393721,False,0.5,38.46366399557889,5,116,10,False
Glass-2,mlp,loo,chb01+21,realtime_alert,szcore,72.38,0.99,0.017531919080927272,0.10945992916822433,0.22727272727272727,43.218066568811544,False,1.0,129.6490743299254,10,391,10,False
Glass-2,mlp,loo,chb01+21,realtime_alert,ali,72.38,0.99,0.017531919080927272,0.10945992916822433,0.0,59.51340314393721,False,0.5,38.46366399557889,5,116,10,False
Glass-2,mlp,loo,chb09,medication_titration,szcore,67.86555555555556,0.99,0.0006324352026518662,0.9999912977218628,0.14285714285714285,8.243465744910532,False,1.0,1.7682018369652415,4,5,4,True
Glass-2,mlp,loo,chb09,medication_titration,ali,67.86555555555556,0.98,0.0015810880066296656,0.9994173049926758,0.0,3.297386297964213,True,0.25,1.7682018369652415,1,5,4,False
Glass-2,mlp,loo,chb09,realtime_alert,szcore,67.86555555555556,0.99,0.0006324352026518662,0.9999912977218628,0.14285714285714285,8.243465744910532,False,1.0,1.7682018369652415,4,5,4,True
Glass-2,mlp,loo,chb09,realtime_alert,ali,67.86555555555556,0.99,0.0006324352026518662,0.9999912977218628,0.0,1.4131655562703769,True,0.25,1.4145614695721933,1,4,4,False
Glass-2,mlp,loo,chb18,medication_titration,szcore,34.63333333333333,0.99,0.0003693158126734891,0.9316152334213257,0.08695652173913043,4.631935095724276,True,0.16666666666666666,5.543792107795958,1,8,6,False
Glass-2,mlp,loo,chb18,medication_titration,ali,34.63333333333333,0.9,0.0032523618341891137,0.8025063872337341,0.043478260869565216,4.889264823264514,True,0.0,5.543792107795958,0,8,6,False
Glass-2,mlp,loo,chb18,realtime_alert,szcore,34.63333333333333,0.99,0.0003693158126734891,0.9316152334213257,0.08695652173913043,4.631935095724276,False,0.16666666666666666,5.543792107795958,1,8,6,False
Glass-2,mlp,loo,chb18,realtime_alert,ali,34.63333333333333,0.95,0.001417696184133716,0.8731017708778381,0.043478260869565216,1.0293189101609503,True,0.0,0.6929740134744947,0,1,6,False
Glass-2,mlp,loo,chb13,medication_titration,szcore,33.0,0.99,0.0012885274372309732,0.93065345287323,0.05263157894736842,25.412001979476933,False,0.16666666666666666,11.636363636363637,2,16,12,False
Glass-2,mlp,loo,chb13,medication_titration,ali,33.0,0.97,0.005004715263447838,0.7731919884681702,0.0,3.630285997068133,True,0.08333333333333333,10.181818181818182,1,14,12,False
Glass-2,mlp,loo,chb13,realtime_alert,szcore,33.0,0.99,0.0012885274372309732,0.93065345287323,0.05263157894736842,25.412001979476933,False,0.16666666666666666,11.636363636363637,2,16,12,False
Glass-2,mlp,loo,chb13,realtime_alert,ali,33.0,0.98,0.0027357865152802547,0.868200957775116,0.0,0.20168255539267407,True,0.08333333333333333,5.818181818181818,1,8,12,False
Glass-2,mlp,loo,chb02,medication_titration,szcore,34.26555555555556,0.99,0.006233970117103714,0.7374551296234131,0.30434782608695654,73.73426675550606,False,0.6666666666666666,49.72923895067933,2,71,3,False
Glass-2,mlp,loo,chb02,medication_titration,ali,34.26555555555556,0.99,0.006233970117103714,0.7374551296234131,0.0,6.7031151595914595,False,0.0,15.409059956548525,0,22,3,False
Glass-2,mlp,loo,chb02,realtime_alert,szcore,34.26555555555556,0.99,0.006233970117103714,0.7374551296234131,0.30434782608695654,73.73426675550606,False,0.6666666666666666,49.72923895067933,2,71,3,False
Glass-2,mlp,loo,chb02,realtime_alert,ali,34.26555555555556,0.99,0.006233970117103714,0.7374551296234131,0.0,6.7031151595914595,False,0.0,15.409059956548525,0,22,3,False
Glass-2,mlp,loo,chb14,medication_titration,szcore,26.0,0.99,0.002748668613640268,0.6166598200798035,0.09523809523809523,43.49768081085724,False,0.125,45.23076923076923,1,49,8,False
Glass-2,mlp,loo,chb14,medication_titration,ali,26.0,0.98,0.005420985321346084,0.5401675701141357,0.0,2.8861020443222816,True,0.0,5.538461538461539,0,6,8,False
Glass-2,mlp,loo,chb14,realtime_alert,szcore,26.0,0.99,0.002748668613640268,0.6166598200798035,0.09523809523809523,43.49768081085724,False,0.125,45.23076923076923,1,49,8,False
Glass-2,mlp,loo,chb14,realtime_alert,ali,26.0,0.99,0.002748668613640268,0.6166598200798035,0.0,1.649201168184161,True,0.0,2.7692307692307696,0,3,8,False
Glass-2,mlp,loo,chb06,medication_titration,szcore,58.733333333333334,0.93,0.0010516979219462746,0.9994874000549316,0.32432432432432434,4.926507856056767,True,0.0,20.839954597048806,0,51,8,False
Glass-2,mlp,loo,chb06,medication_titration,ali,58.733333333333334,0.77,0.002534211860111505,0.9986951947212219,0.08108108108108109,4.926507856056767,True,0.0,0.0,0,0,8,False
Glass-2,mlp,loo,chb06,realtime_alert,szcore,58.733333333333334,0.97,0.0007475924987328941,0.9996422529220581,0.24324324324324326,1.9158641662442981,True,0.0,15.119182746878545,0,37,8,False
Glass-2,mlp,loo,chb06,realtime_alert,ali,58.733333333333334,0.87,0.0015712113532691332,0.9992775321006775,0.08108108108108109,1.368474404460213,True,0.0,0.0,0,0,8,False
Glass-2,mlp,loo,chb03,medication_titration,szcore,37.00111111111111,0.99,0.0013289934563966257,0.8941097259521484,0.17647058823529413,10.825665341427428,False,0.8571428571428571,6.486291702951863,6,10,7,False
Glass-2,mlp,loo,chb03,medication_titration,ali,37.00111111111111,0.97,0.002162430030747052,0.7626933455467224,0.029411764705882353,4.987104258410389,True,0.0,5.837662532656677,0,9,7,False
Glass-2,mlp,loo,chb03,realtime_alert,szcore,37.00111111111111,0.99,0.0013289934563966257,0.8941097259521484,0.17647058823529413,10.825665341427428,False,0.8571428571428571,6.486291702951863,6,10,7,False
Glass-2,mlp,loo,chb03,realtime_alert,ali,37.00111111111111,0.99,0.0013289934563966257,0.8941097259521484,0.0,2.676007163049477,False,0.0,3.2431458514759317,0,5,7,False
Glass-2,mlp,loo,chb12,medication_titration,szcore,20.685555555555556,0.99,0.0028421592126856594,0.6870496869087219,0.75,25.71921123610629,False,0.18518518518518517,26.68528764032873,5,23,27,False
Glass-2,mlp,loo,chb12,medication_titration,ali,20.685555555555556,0.99,0.0028421592126856594,0.6870496869087219,0.25,4.696551617028105,True,0.0,3.4806896922167914,0,3,27,False
Glass-2,mlp,loo,chb12,realtime_alert,szcore,20.685555555555556,0.99,0.0028421592126856594,0.6870496869087219,0.75,25.71921123610629,False,0.18518518518518517,26.68528764032873,5,23,27,False
Glass-2,mlp,loo,chb12,realtime_alert,ali,20.685555555555556,0.99,0.0028421592126856594,0.6870496869087219,0.25,4.696551617028105,False,0.0,3.4806896922167914,0,3,27,False
Glass-2,mlp,loo,chb22,medication_titration,szcore,30.002222222222223,0.99,0.003631690400994813,0.8572931289672852,0.75,30.119096551975318,False,1.0,29.597807569809646,3,37,3,False
Glass-2,mlp,loo,chb22,medication_titration,ali,30.002222222222223,0.99,0.003631690400994813,0.8572931289672852,0.4166666666666667,6.743081317606414,False,1.0,0.0,3,0,3,True
Glass-2,mlp,loo,chb22,realtime_alert,szcore,30.002222222222223,0.99,0.003631690400994813,0.8572931289672852,0.75,30.119096551975318,False,1.0,29.597807569809646,3,37,3,False
Glass-2,mlp,loo,chb22,realtime_alert,ali,30.002222222222223,0.99,0.003631690400994813,0.8572931289672852,0.4166666666666667,6.743081317606414,False,1.0,0.0,3,0,3,True
Glass-2,mlp,loo,chb04,medication_titration,szcore,146.6211111111111,0.99,0.003992722126756293,0.9091129302978516,0.7272727272727273,27.837865157181845,False,1.0,31.91900514553763,4,195,4,False
Glass-2,mlp,loo,chb04,medication_titration,ali,146.6211111111111,0.99,0.003992722126756293,0.9091129302978516,0.18181818181818182,6.5500859193369045,False,0.0,8.839109117225805,0,54,4,False
Glass-2,mlp,loo,chb04,realtime_alert,szcore,146.6211111111111,0.99,0.003992722126756293,0.9091129302978516,0.7272727272727273,27.837865157181845,False,1.0,31.91900514553763,4,195,4,False
Glass-2,mlp,loo,chb04,realtime_alert,ali,146.6211111111111,0.99,0.003992722126756293,0.9091129302978516,0.18181818181818182,6.5500859193369045,False,0.0,8.839109117225805,0,54,4,False
Glass-2,mlp,loo,chb05,medication_titration,szcore,38.00222222222222,0.92,0.0007698788530257692,1.0,0.46153846153846156,4.7064292147235705,True,1.0,0.0,5,0,5,True
Glass-2,mlp,loo,chb05,medication_titration,ali,38.00222222222222,0.54,0.004125388570930537,0.9981021285057068,0.15384615384615385,4.392667267075332,True,0.4,3.157710075434185,2,5,5,False
Glass-2,mlp,loo,chb05,realtime_alert,szcore,38.00222222222222,0.98,0.0004503064989396008,1.0,0.23076923076923078,1.56880973824119,True,1.0,0.0,5,0,5,True
Glass-2,mlp,loo,chb05,realtime_alert,ali,38.00222222222222,0.84,0.0010168211266378083,0.9999998807907104,0.0,1.8825716858894281,True,0.0,3.157710075434185,0,5,5,False
Glass-2,mlp,loo,chb19,medication_titration,szcore,28.92888888888889,0.99,0.0014684050861679468,0.7667447924613953,0.6153846153846154,6.622345575421157,False,1.0,5.8073436779843295,3,7,3,False
Glass-2,mlp,loo,chb19,medication_titration,ali,28.92888888888889,0.96,0.0019524946750145227,0.6495904922485352,0.15384615384615385,4.53107855160395,True,0.3333333333333333,3.3184821017053308,1,4,3,False
Glass-2,mlp,loo,chb19,realtime_alert,szcore,28.92888888888889,0.99,0.0014684050861679468,0.7667447924613953,0.6153846153846154,6.622345575421157,False,1.0,5.8073436779843295,3,7,3,False
Glass-2,mlp,loo,chb19,realtime_alert,ali,28.92888888888889,0.97,0.0018556767572452074,0.6543588042259216,0.15384615384615385,4.182534047634415,False,0.3333333333333333,3.3184821017053308,1,4,3,False
Glass-2,mlp,loo,chb17,medication_titration,szcore,21.006666666666668,0.99,0.001883054150087603,0.8653953671455383,0.75,6.366360465687478,False,1.0,25.134877816566167,3,22,3,False
Glass-2,mlp,loo,chb17,medication_titration,ali,21.006666666666668,0.99,0.001883054150087603,0.8653953671455383,0.07142857142857142,7.0737338507638645,False,0.0,2.284988892415106,0,2,3,False
Glass-2,mlp,loo,chb17,realtime_alert,szcore,21.006666666666668,0.99,0.001883054150087603,0.8653953671455383,0.75,6.366360465687478,False,1.0,25.134877816566167,3,22,3,False
Glass-2,mlp,loo,chb17,realtime_alert,ali,21.006666666666668,0.99,0.001883054150087603,0.8653953671455383,0.07142857142857142,7.0737338507638645,False,0.0,2.284988892415106,0,2,3,False
Glass-2,mlp,loo,chb23,medication_titration,szcore,26.555555555555557,0.99,0.0027013609018164825,0.6266132593154907,0.9230769230769231,5.046434203609603,False,0.7142857142857143,33.43933054393305,5,37,7,False
Glass-2,mlp,loo,chb23,medication_titration,ali,26.555555555555557,0.99,0.0027013609018164825,0.6266132593154907,0.15384615384615385,5.992640616786403,False,0.0,4.518828451882845,0,5,7,False
Glass-2,mlp,loo,chb23,realtime_alert,szcore,26.555555555555557,0.99,0.0027013609018164825,0.6266132593154907,0.9230769230769231,5.046434203609603,False,0.7142857142857143,33.43933054393305,5,37,7,False
Glass-2,mlp,loo,chb23,realtime_alert,ali,26.555555555555557,0.99,0.0027013609018164825,0.6266132593154907,0.15384615384615385,5.992640616786403,False,0.0,4.518828451882845,0,5,7,False
Glass-2,mlp,loo,chb24,medication_titration,szcore,21.295555555555556,0.82,0.002847900991491456,0.9996376037597656,0.3333333333333333,4.30349483158709,True,0.9375,11.269957215903162,15,10,16,False
Glass-2,mlp,loo,chb24,medication_titration,ali,21.295555555555556,0.54,0.005121533881817969,0.9789941310882568,0.13333333333333333,4.809788341185571,True,0.25,12.396952937493479,4,11,16,False
Glass-2,mlp,loo,chb24,realtime_alert,szcore,21.295555555555556,0.97,0.001687645031994937,0.9999983310699463,0.3333333333333333,1.7720272835946838,True,0.6875,4.5079828863612645,11,4,16,False
Glass-2,mlp,loo,chb24,realtime_alert,ali,21.295555555555556,0.97,0.001687645031994937,0.9999983310699463,0.06666666666666667,2.0251740383939243,False,0.0625,2.2539914431806323,1,2,16,False
Glass-2,mlp,loo,chb08,medication_titration,szcore,20.005555555555556,0.93,0.0016493055555555556,0.9678449034690857,0.15151515151515152,4.21875,True,1.0,3.5990002777006387,5,3,5,True
Glass-2,mlp,loo,chb08,medication_titration,ali,20.005555555555556,0.84,0.0030164930555555557,0.8552948832511902,0.09090909090909091,4.921875,True,0.0,7.198000555401277,0,6,5,False
Glass-2,mlp,loo,chb08,realtime_alert,szcore,20.005555555555556,0.96,0.0012586805555555556,0.9806810021400452,0.15151515151515152,1.171875,True,1.0,2.3993335184670923,5,2,5,False
Glass-2,mlp,loo,chb08,realtime_alert,ali,20.005555555555556,0.89,0.0022352430555555554,0.9498497843742371,0.09090909090909091,1.875,True,0.0,8.397667314634823,0,7,5,False
Glass-2,mlp,loo,chb11,medication_titration,szcore,34.79222222222222,0.91,0.0005614527590139486,0.9998760223388672,0.06666666666666667,4.9267479603474,True,0.4,0.0,2,0,5,False
Glass-2,mlp,loo,chb11,medication_titration,ali,34.79222222222222,0.67,0.00294762698482323,0.9709120392799377,0.0,4.358277041845776,True,0.2,3.449046721808833,1,5,5,False
Glass-2,mlp,loo,chb11,realtime_alert,szcore,34.79222222222222,0.99,0.00022809018334941662,0.9999845027923584,0.06666666666666667,1.705412755504869,True,0.4,0.0,2,0,5,False
Glass-2,mlp,loo,chb11,realtime_alert,ali,34.79222222222222,0.77,0.0013422230020177209,0.9982301592826843,0.0,1.8949030616720766,True,0.0,3.449046721808833,0,5,5,False
Glass-2,mlp,loo,chb15,medication_titration,szcore,40.00888888888889,0.98,0.0005468963631391851,0.6759392619132996,0.1,4.316274373698492,True,0.0,6.598533659186847,0,11,20,False
Glass-2,mlp,loo,chb15,medication_titration,ali,40.00888888888889,0.78,0.003954481395006416,0.13664299249649048,0.05,4.543446709156307,True,0.0,10.79760053321484,0,18,20,False
Glass-2,mlp,loo,chb15,realtime_alert,szcore,40.00888888888889,0.99,0.00044172398561241876,0.755042314529419,0.1,3.634757367325046,False,0.0,5.998666962897134,0,10,20,False
Glass-2,mlp,loo,chb15,realtime_alert,ali,40.00888888888889,0.87,0.002113964788288004,0.24684980511665344,0.05,1.817378683662523,True,0.0,5.39880026660742,0,9,20,False
Glass-2,mlp,loo,chb20,medication_titration,szcore,27.59888888888889,0.99,0.0010135462661836898,0.9175957441329956,0.47368421052631576,4.568890299040215,True,0.25,11.304802930874834,2,13,8,False
Glass-2,mlp,loo,chb20,medication_titration,ali,27.59888888888889,0.95,0.0031640270396516928,0.8482927083969116,0.21052631578947367,3.4266677242801618,True,0.0,6.087201578163372,0,7,8,False
Glass-2,mlp,loo,chb20,realtime_alert,szcore,27.59888888888889,0.99,0.0010135462661836898,0.9175957441329956,0.47368421052631576,4.568890299040215,False,0.25,11.304802930874834,2,13,8,False
Glass-2,mlp,loo,chb20,realtime_alert,ali,27.59888888888889,0.96,0.0024501379304266587,0.866625189781189,0.21052631578947367,1.7133338621400809,True,0.0,3.478400901807641,0,4,8,False
Glass-2,mlp,loo,chb07,medication_titration,szcore,59.047777777777775,0.95,0.0009644354465894056,0.9347375631332397,0.4444444444444444,4.992746807798376,True,1.0,10.161263007357508,2,25,2,False
Glass-2,mlp,loo,chb07,medication_titration,ali,59.047777777777775,0.87,0.003666448805215922,0.749251663684845,0.18518518518518517,4.992746807798376,True,1.0,3.2516041623544023,2,8,2,True
Glass-2,mlp,loo,chb07,realtime_alert,szcore,59.047777777777775,0.97,0.0007253192201622802,0.9512947797775269,0.4444444444444444,0.8608184151376511,True,1.0,6.503208324708805,2,16,2,False
Glass-2,mlp,loo,chb07,realtime_alert,ali,59.047777777777775,0.91,0.0019129298114170027,0.8644264936447144,0.18518518518518517,1.549473147247772,True,0.0,2.0322526014715017,0,5,2,False
Best-7,rf,5fold,0,medication_titration,szcore,75.74777777777778,0.81,0.001222307934679864,0.4666666666666667,0.175,4.928345592629212,True,0.1111111111111111,12.673639123993368,4,40,36,False
Best-7,rf,5fold,0,medication_titration,ali,75.74777777777778,0.67,0.002868349286715414,0.38,0.125,4.928345592629212,True,0.0,6.653660540096519,0,21,36,False
Best-7,rf,5fold,0,realtime_alert,szcore,75.74777777777778,0.91,0.0005595454100978933,0.5566666666666666,0.175,1.877464987668271,True,0.05555555555555555,5.069455649597347,2,16,36,False
Best-7,rf,5fold,0,realtime_alert,ali,75.74777777777778,0.83,0.001048468583969839,0.4866666666666667,0.1,1.994806549397538,True,0.0,2.5347278247986735,0,8,36,False
Best-7,rf,5fold,1,medication_titration,szcore,204.5311111111111,0.97,0.0003238111504903426,0.98,0.21621621621621623,3.535590759639609,True,0.15,0.5867078086463346,6,5,40,False
Best-7,rf,5fold,1,medication_titration,ali,204.5311111111111,0.91,0.002825341247135517,0.88,0.02702702702702703,4.304197446517785,True,0.1,7.861884635860885,4,67,40,False
Best-7,rf,5fold,1,realtime_alert,szcore,204.5311111111111,0.98,0.00016012639309961996,1.0,0.16216216216216217,1.844656048507622,True,0.1,0.11734156172926694,4,1,40,False
Best-7,rf,5fold,1,realtime_alert,ali,204.5311111111111,0.93,0.0015834721095406862,0.9033333333333333,0.0,1.844656048507622,True,0.1,2.6988559197731394,4,23,40,False
Best-7,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.0006348238998501815,0.9866666666666667,0.34285714285714286,4.662146720499733,True,0.32432432432432434,9.607583585977197,12,125,37,False
Best-7,rf,5fold,2,medication_titration,ali,312.25333333333333,0.97,0.0016124527056194612,0.9733333333333334,0.0,4.525024758132094,True,0.02702702702702703,1.6140740424441693,1,21,37,False
Best-7,rf,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.0006348238998501815,0.9866666666666667,0.34285714285714286,4.662146720499733,False,0.32432432432432434,9.607583585977197,12,125,37,False
Best-7,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.99,0.0006348238998501815,0.9866666666666667,0.0,1.371219623676392,True,0.02702702702702703,0.5380246808147231,1,7,37,False
Best-7,rf,5fold,3,medication_titration,szcore,175.02666666666667,0.88,0.0005639663124122719,0.9666666666666667,0.2857142857142857,4.331261279326248,True,0.34285714285714286,0.4113658871029176,12,3,35,False
Best-7,rf,5fold,3,medication_titration,ali,175.02666666666667,0.72,0.002067876478844997,0.8133333333333334,0.0,4.737317024263084,True,0.22857142857142856,2.742439247352784,8,20,35,False
Best-7,rf,5fold,3,realtime_alert,szcore,175.02666666666667,0.93,0.000300782033286545,0.9833333333333333,0.22857142857142856,1.3535191497894525,True,0.34285714285714286,0.2742439247352784,12,2,35,False
Best-7,rf,5fold,3,realtime_alert,ali,175.02666666666667,0.85,0.0007707539602967716,0.9533333333333334,0.0,1.8949268097052336,True,0.05714285714285714,1.6454635484116704,2,12,35,False
Best-7,rf,5fold,4,medication_titration,szcore,177.31555555555556,0.78,0.0002200284570137738,0.94,0.0,4.752614671497513,True,0.2,0.6767595748947263,7,5,35,False
Best-7,rf,5fold,4,medication_titration,ali,177.31555555555556,0.52,0.003139072653396506,0.5733333333333334,0.0,4.752614671497513,True,0.0,6.496891918989372,0,48,35,False
Best-7,rf,5fold,4,realtime_alert,szcore,177.31555555555556,0.81,5.867425520367301e-05,0.9933333333333333,0.0,1.2673639123993368,True,0.17142857142857143,0.0,6,0,35,False
Best-7,rf,5fold,4,realtime_alert,ali,177.31555555555556,0.58,0.001965587549323046,0.6466666666666666,0.0,1.9010458685990053,True,0.0,3.654501704431522,0,27,35,False
Best-7,lr,5fold,0,medication_titration,szcore,75.74777777777778,0.99,0.0034930844533295666,0.8765949606895447,0.15,14.080987407512033,False,0.16666666666666666,30.733574875683917,6,97,36,False
Best-7,lr,5fold,0,medication_titration,ali,75.74777777777778,0.99,0.0034930844533295666,0.8765949606895447,0.1,8.917958691424287,False,0.0,7.287342496296187,0,23,36,False
Best-7,lr,5fold,0,realtime_alert,szcore,75.74777777777778,0.99,0.0034930844533295666,0.8765949606895447,0.15,14.080987407512033,False,0.16666666666666666,30.733574875683917,6,97,36,False
Best-7,lr,5fold,0,realtime_alert,ali,75.74777777777778,0.99,0.0034930844533295666,0.8765949606895447,0.1,8.917958691424287,False,0.0,7.287342496296187,0,23,36,False
Best-7,lr,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.024993950780705126,0.9265555739402771,0.6216216216216216,62.18028096844443,False,0.325,58.43609774117493,13,498,40,False
Best-7,lr,5fold,1,medication_titration,ali,204.5311111111111,0.99,0.024993950780705126,0.9265555739402771,0.13513513513513514,43.118835133865666,False,0.2,32.85563728419474,8,280,40,False
Best-7,lr,5fold,1,realtime_alert,szcore,204.5311111111111,0.99,0.024993950780705126,0.9265555739402771,0.6216216216216216,62.18028096844443,False,0.325,58.43609774117493,13,498,40,False
Best-7,lr,5fold,1,realtime_alert,ali,204.5311111111111,0.99,0.024993950780705126,0.9265555739402771,0.13513513513513514,43.118835133865666,False,0.2,32.85563728419474,8,280,40,False
Best-7,lr,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.003942256418069627,0.9974462985992432,0.45714285714285713,22.62512379066047,False,0.16216216216216217,17.13992911738332,6,223,37,False
Best-7,lr,5fold,2,medication_titration,ali,312.25333333333333,0.99,0.003942256418069627,0.9974462985992432,0.2,6.581854193646682,False,0.0,11.298518297109185,0,147,37,False
Best-7,lr,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.003942256418069627,0.9974462985992432,0.45714285714285713,22.62512379066047,False,0.16216216216216217,17.13992911738332,6,223,37,False
Best-7,lr,5fold,2,realtime_alert,ali,312.25333333333333,0.99,0.003942256418069627,0.9974462985992432,0.2,6.581854193646682,False,0.0,11.298518297109185,0,147,37,False
Best-7,lr,5fold,3,medication_titration,szcore,175.02666666666667,0.99,0.0028699619009424503,0.9724103808403015,0.2857142857142857,14.076599157810307,False,0.4857142857142857,19.33419669383713,17,141,35,False
Best-7,lr,5fold,3,medication_titration,ali,175.02666666666667,0.99,0.0028699619009424503,0.9724103808403015,0.0,8.391818728694606,False,0.14285714285714285,3.976536908661537,5,29,35,False
Best-7,lr,5fold,3,realtime_alert,szcore,175.02666666666667,0.99,0.0028699619009424503,0.9724103808403015,0.2857142857142857,14.076599157810307,False,0.4857142857142857,19.33419669383713,17,141,35,False
Best-7,lr,5fold,3,realtime_alert,ali,175.02666666666667,0.99,0.0028699619009424503,0.9724103808403015,0.0,8.391818728694606,False,0.14285714285714285,3.976536908661537,5,29,35,False
Best-7,lr,5fold,4,medication_titration,szcore,177.31555555555556,0.99,0.002038930368327637,0.9904695153236389,0.05555555555555555,9.822070321094861,False,0.17142857142857143,8.527170643673552,6,63,35,False
Best-7,lr,5fold,4,medication_titration,ali,177.31555555555556,0.98,0.0032710897276047703,0.9802165627479553,0.0,3.168409780998342,True,0.0,6.496891918989372,0,48,35,False
Best-7,lr,5fold,4,realtime_alert,szcore,177.31555555555556,0.99,0.002038930368327637,0.9904695153236389,0.05555555555555555,9.822070321094861,False,0.17142857142857143,8.527170643673552,6,63,35,False
Best-7,lr,5fold,4,realtime_alert,ali,177.31555555555556,0.99,0.002038930368327637,0.9904695153236389,0.0,2.2178868466988395,False,0.0,4.601965109284139,0,34,35,False
Best-7,mlp,5fold,0,medication_titration,szcore,75.74777777777778,0.99,0.004688229989460989,0.552993893623352,0.3,32.85563728419474,False,0.6666666666666666,51.64507943027298,24,163,36,False
Best-7,mlp,5fold,0,medication_titration,ali,75.74777777777778,0.99,0.004688229989460989,0.552993893623352,0.125,8.683275567965753,False,0.0,8.554706408695523,0,27,36,False
Best-7,mlp,5fold,0,realtime_alert,szcore,75.74777777777778,0.99,0.004688229989460989,0.552993893623352,0.3,32.85563728419474,False,0.6666666666666666,51.64507943027298,24,163,36,False
Best-7,mlp,5fold,0,realtime_alert,ali,75.74777777777778,0.99,0.004688229989460989,0.552993893623352,0.125,8.683275567965753,False,0.0,8.554706408695523,0,27,36,False
Best-7,mlp,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.06323925018147658,0.7401896119117737,0.9459459459459459,73.55565993424143,False,0.575,118.5149773465596,23,1010,40,False
Best-7,mlp,5fold,1,medication_titration,ali,204.5311111111111,0.97,0.07041291259233955,0.6825082302093506,0.16216216216216217,134.35244886630514,False,0.3,155.24288616782016,12,1323,40,False
Best-7,mlp,5fold,1,realtime_alert,szcore,204.5311111111111,0.99,0.06323925018147658,0.7401896119117737,0.9459459459459459,73.55565993424143,False,0.575,118.5149773465596,23,1010,40,False
Best-7,mlp,5fold,1,realtime_alert,ali,204.5311111111111,0.97,0.07041291259233955,0.6825082302093506,0.16216216216216217,134.35244886630514,False,0.3,155.24288616782016,12,1323,40,False
Best-7,mlp,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.024389934232243976,0.9990204572677612,0.5142857142857142,120.6673268835225,False,0.7567567567567568,55.10909944916521,28,717,37,False
Best-7,mlp,5fold,2,medication_titration,ali,312.25333333333333,0.99,0.024389934232243976,0.9990204572677612,0.2571428571428571,70.48068865696655,False,0.10810810810810811,89.15837567786839,4,1160,37,False
Best-7,mlp,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.024389934232243976,0.9990204572677612,0.5142857142857142,120.6673268835225,False,0.7567567567567568,55.10909944916521,28,717,37,False
Best-7,mlp,5fold,2,realtime_alert,ali,312.25333333333333,0.99,0.024389934232243976,0.9990204572677612,0.2571428571428571,70.48068865696655,False,0.10810810810810811,89.15837567786839,4,1160,37,False
Best-7,mlp,5fold,3,medication_titration,szcore,175.02666666666667,0.99,0.003358732705033086,0.9992751479148865,0.45714285714285713,23.41588129135753,False,0.4857142857142857,24.1334653767045,17,176,35,False
Best-7,mlp,5fold,3,medication_titration,ali,175.02666666666667,0.99,0.003358732705033086,0.9992751479148865,0.0,6.7675957489472625,False,0.11428571428571428,6.9932200807496,4,51,35,False
Best-7,mlp,5fold,3,realtime_alert,szcore,175.02666666666667,0.99,0.003358732705033086,0.9992751479148865,0.45714285714285713,23.41588129135753,False,0.4857142857142857,24.1334653767045,17,176,35,False
Best-7,mlp,5fold,3,realtime_alert,ali,175.02666666666667,0.99,0.003358732705033086,0.9992751479148865,0.0,6.7675957489472625,False,0.11428571428571428,6.9932200807496,4,51,35,False
